SampleID,Population,Temp.Treatment,Date.Started,Larval.Survival,Date.Larval.Death,Larval.Diapause,Date.Pupation,Pupal.Survival,Date.Pupal.Death,Date.Adult.Eclosion,Date.Adult.Death,Sex,Usage,Notes,Extract.Status,Date.Extracted,Extraction.Notes,Nanodrop.Conc,Nanodrop.260.280,Nanodrop.260.230,Approximate.Volume,Left.Wing.Length,Remove.From.Fitness.Count
Marin.35.062,MARIN35,E,7/7/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Marin.35.063,MARIN35,E,7/7/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Marin.35.064,MARIN35,E,7/7/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Marin.35.065,MARIN35,E,7/7/22,N,7/11/22,,,,,,,,,,,,,,,,,,
Marin.35.066,MARIN35,E,7/7/22,Y,,,7/16/22,Y,,7/19/22,7/19/22,?,,,,,,,,,,,
Marin.35.067,MARIN35,E,7/7/22,Y,,,7/16/22,Y,,7/19/22,7/19/22,?,,,,,,,,,,,
Marin.35.068,MARIN35,E,7/7/22,Y,,,7/16/22,Y,,7/19/22,7/25/22,M,,,,,,,,,,2.656,
Marin.35.069,MARIN35,E,7/7/22,Y,,,7/20/22,Y,,7/23/22,7/31/22,M,,,,,,,,,,2.496,
Marin.35.070,MARIN35,E,7/7/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Marin.35.071,MARIN35,E,7/7/22,Y,,,7/16/22,Y,,7/18/22,7/29/22,?,,,,,,,,,,,yes
Marin.35.072,MARIN35,E,7/7/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Marin.35.073,MARIN35,E,7/7/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Marin.35.074,MARIN35,E,7/7/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Marin.35.075,MARIN35,E,7/7/22,N,7/11/22,,,,,,,,,,,,,,,,,,
Marin.35.076,MARIN35,E,7/7/22,Y,,,7/16/22,Y,,7/20/22,7/21/22,M,,,needs clean-up,9/8/22,,110.8,1.6,0.54,99,2.522,
Marin.35.077,MARIN35,E,7/7/22,Y,,,7/20/22,Y,,7/24/22,7/29/22,F,,,,,,,,,,,
Marin.35.078,MARIN35,E,7/7/22,Y,,,7/20/22,Y,,7/23/22,7/24/22,F,,,,,,,,,,,
Marin.35.079,MARIN35,E,7/7/22,,,,?,Y,,7/24/22,7/28/22,F,SomeMissing,,needs clean-up,9/8/22,,28.4,2.09,1.28,99,NA,
Marin.35.080,MARIN35,E,7/7/22,N,7/16/22,,,,,,,,,,,,,,,,,,
Marin.35.081,MARIN35,E,7/7/22,Y,,,7/15/22,Y,,7/18/22,NA. I killed,,DontSequence,NA. I killed,,,,,,,,,
Marin.35.082,MARIN35,E,7/7/22,Y,,,7/15/22,Y,,7/18/22,7/31/22,M,,,,,,,,,,2.591,
Marin.35.083,MARIN35,E,7/7/22,Y,,,7/16/22,,,7/19/22,7/21/22,F,,,,,,,,,,NA,
Marin.35.084,MARIN35,E,7/7/22,Y,,,7/17/22,,,7/20/22,7/31/22,M,,,needs clean-up,9/20/22,,10.8,1.18,1.24,200,2.447,
Marin.35.085,MARIN35,E,7/7/22,Y,,,7/18/22,,,7/21/22,7/23/22,F,,,,,,,,,,2.79,
Marin.35.086,MARIN35,E,7/7/22,Y,,,7/17/22,,,7/21/22,?,F,,,Done,9/23/22,,38.3,2.12,3.54,200,2.826,
Marin.35.087,MARIN35,E,7/7/22,N,7/13/22,,,Y,,7/20/22,?,,DontSequence,"7/20 listed as eclosion date, but then crossed out?",,,,,,,,,
Marin.35.088,MARIN35,E,7/7/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Marin.35.089,MARIN35,E,7/7/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Marin.35.090,MARIN35,E,7/7/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Marin.35.091,MARIN35,D,7/7/22,Y,,,7/16/22,Y,,7/20/22,7/29/22,M,,,,,,,,,,,
Marin.35.092,MARIN35,D,7/7/22,Y,,,7/16/22,Y,,7/20/22,7/22/22,M,,,,,,,,,,2.345,
Marin.35.093,MARIN35,D,7/7/22,Y,,,7/17/22,,,7/21/22,9/2/22,M,,,needs clean-up,9/13/22,,6.4,2.09,0.79,200,NA ,yes
Marin.35.094,MARIN35,D,7/7/22,Y,,,7/18/22,,,7/22/22,7/23/22,F,,,,,,,,,,NA ,
Marin.35.095,MARIN35,D,7/7/22,Y,,,7/19/22,,,7/23/22,7/26/22,F,,,,,,,,,,,
Marin.35.096,MARIN35,D,7/7/22,Y,,,7/17/22,,,7/21/22,7/23/22,F,,,,,,,,,,,
Marin.35.097,MARIN35,D,7/7/22,Y,,,7/18/22,,,7/21/22,7/23/22,F,,,done,9/20/22,,30.8,2.07,3.17,200,3.058,
Marin.35.098,MARIN35,D,7/7/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Marin.35.099,MARIN35,D,7/7/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Marin.35.100,MARIN35,D,7/7/22,N,7/11/22,,,,,,,,,,,,,,,,,,
Marin.35.101,MARIN35,D,7/7/22,Y,,,7/16/22,Y,,7/20/22,7/23/22,M,,,,,,,,,,,
Marin.35.102,MARIN35,D,7/7/22,Y,,,7/16/22,Y,,7/20/22,7/22/22,F,,,,,,,,,,,
Marin.35.103,MARIN35,D,7/7/22,Y,,,7/18/22,,,7/22/22,7/23/22,F,,,,,,,,,,,
Marin.35.104,MARIN35,D,7/7/22,Y,,,7/19/22,,,,,,,,,,,,,,,,
Marin.35.105,MARIN35,D,7/7/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Marin.35.106,MARIN35,D,7/7/22,Y,,,7/16/22,Y,,7/19/22,?,?,DontSequence,,,,,,,,,,
Marin.35.107,MARIN35,D,7/7/22,Y,,,7/16/22,Y,,7/20/22,7/21/22,M,Remove,Another sample labeled Marin.35 107 died 7/22. It was M,discarded sample,9/8/22,,,,,,2.817,
Marin.35.108,MARIN35,D,7/7/22,Y,,,7/17/22,,,7/21/22,7/23/22,F,,,Done,9/23/22,,26,2.14,3.47,200,NA,
Marin.35.109,MARIN35,D,7/7/22,Y,,,7/18/22,,,7/21/22,7/23/22,F,,,,,,,,,,3.492,
Marin.35.110,MARIN35,D,7/7/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Marin.35.111,MARIN35,D,7/7/22,Y,,,7/17/22,Y,,7/21/22,7/23/22,M,,,,,,,,,,2.582,
Marin.35.112,MARIN35,D,7/7/22,Y,,,7/17/22,Y,,7/21/22,7/23/22,M,,,done,9/20/22,,10.7,1.92,6.22,200,2.528,
Marin.35.113,MARIN35,D,7/7/22,Y,,,7/17/22,Y,,7/21/22,7/29/22,F,,,,,,,,,,NA,
Marin.35.114,MARIN35,D,7/7/22,Y,,,7/18/22,Y,,7/22/22,7/24/22,F,,,,,,,,,,,
Marin.35.115,MARIN35,D,7/7/22,N,7/10/22,,,,,,,,,,,,,,,,,,
Marin.35.116a,MARIN35,D,7/7/22,Y,,,7/16/22,Y,,7/20/22,7/22/22,M,,,Done,9/23/22,,18.1,2.23,4.33,200,2.625,
Marin.35.116b,MARIN35,D,7/7/22,Y,,,7/17/22,Y,,7/21/22,7/23/22,M,,,Done,9/23/22,,15.1,2.23,4.39,200,NA,
Marin.35.117,MARIN35,D,7/7/22,Y,,,7/18/22,,,7/22/22,7/24/22,F,,,,,,,,,,2.863,
Marin.35.118,MARIN35,D,7/7/22,N,7/16/22,,,,,,,,,,,,,,,,,,
Marin.35.119,MARIN35,D,7/7/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Marin.35.120,MARIN35,D,7/7/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Marin.35.121,MARIN35,D,7/7/22,Y,,,7/16/22,Y,,7/19/22,7/30/22,M,,,,,,,,,,2.624,
Marin.35.122,MARIN35,D,7/7/22,Y,,,7/16/22,Y,,7/20/22,7/24/22,M,,,,,,,,,,2.572,
Marin.35.123,MARIN35,D,7/7/22,Y,,,7/19/22,,,7/23/22,8/2/22,F,,,,,,,,,,2.687,
Marin.35.124,MARIN35,D,7/7/22,Y,,,7/19/22,,,7/23/22,7/31/22,F,,,,,,,,,,2.52,
Marin.35.125,MARIN35,D,7/7/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Marin.35.126,MARIN35,D,7/7/22,Y,,,7/16/22,Y,,7/20/22,7/21/22,?,,,,,,,,,,,
Marin.35.127,MARIN35,D,7/7/22,Y,,,7/16/22,Y,,7/20/22,7/21/22,?,,,,,,,,,,,
Marin.35.128,MARIN35,D,7/7/22,Y,,,7/17/22,,,7/21/22,7/31/22,M,,,,,,,,,,2.793,
Marin.35.129,MARIN35,D,7/7/22,Y,,,7/18/22,,,?,?,?,DontSequence,,,,,,,,,,
Marin.35.130,MARIN35,D,7/7/22,Y,,,7/18/22,,,7/22/22,7/23/22,F,,,done,9/20/22,,49.6,2.14,2.96,200,3.268,
Marin.35.131,MARIN35,C,7/7/22,,,,7/23/22,,,7/30/22,8/6/22,M,,,,,,,,,,,
Marin.35.132,MARIN35,C,7/7/22,,,,7/24/22,,,7/31/22,8/1/22,M,,,,,,,,,,,
Marin.35.133,MARIN35,C,7/7/22,,,,7/26/22,,,8/3/22,8/8/22,F,,,,,,,,,,3.526,
Marin.35.134,MARIN35,C,7/7/22,N,7/16/22,,,,,,,,,,,,,,,,,,
Marin.35.135,MARIN35,C,7/7/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Marin.35.136,MARIN35,C,7/7/22,,,,7/22/22,,,7/28/22,8/2/22,M,,,,,,,,,,,
Marin.35.137,MARIN35,C,7/7/22,,,,7/23/22,,,7/29/22,8/8/22,M,,,,,,,,,,2.7,
Marin.35.138,MARIN35,C,7/7/22,,,,7/23/22,,,7/29/22,NA.lost,M,DontSequence,sample lost as adult,,,,,,,,,
Marin.35.139,MARIN35,C,7/7/22,,,,7/23/22,,,7/29/22,8/12/22,M,,,,,,,,,,2.453,
Marin.35.140,MARIN35,C,7/7/22,N,7/16/22,,,,,,,,,,,,,,,,,,
Marin.35.141,MARIN35,C,7/7/22,,,,7/22/22,,,7/29/22,8/5/22,M,,,,,,,,,,,
Marin.35.142,MARIN35,C,7/7/22,,,,7/23/22,,,7/29/22,8/3/22,M,,,,,,,,,,2.704,
Marin.35.143,MARIN35,C,7/7/22,,,,7/23/22,,,7/30/22,8/13/22,M,,,,,,,,,,2.661,
Marin.35.144,MARIN35,C,7/7/22,,,,7/25/22,,,8/1/22,8/6/22,M,,,discarded sample,9/8/22,,,,,,3.385,
Marin.35.145,MARIN35,C,7/7/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Marin.35.146,MARIN35,C,7/7/22,,,,7/22/22,,,7/29/22,7/31/22,M,,,,,,,,,,,
Marin.35.147,MARIN35,C,7/7/22,,,,7/22/22,,,7/29/22,8/8/22,M,,,,,,,,,,2.475,
Marin.35.148,MARIN35,C,7/7/22,,,,7/23/22,,,7/30/22,8/10/22,M,,,,,,,,,,2.625,
Marin.35.149,MARIN35,C,7/7/22,,,,8/7/22,,,8/14/22,8/20/22,F,,,Done,9/23/22,,16.9,2.17,4.11,200,3.075,
Marin.35.150,MARIN35,C,7/7/22,N,7/25/22,,,,,,,,,,,,,,,,,,
Marin.35.151,MARIN35,B,7/7/22,,,,7/29/22,,,8/8/22,?,M,DontSequence,,done,9/20/22,,12.3,1.95,4.66,200,2.875,
Marin.35.152,MARIN35,B,7/7/22,,,,7/30/22,,,8/9/22,9/12/22,M,,,done,9/13/22,,7,1.91,1.99,200,2.842,
Marin.35.153,MARIN35,B,7/7/22,,,,7/31/22,,,8/10/22,8/17/22,M,,,,,,,,,,,
Marin.35.154,MARIN35,B,7/7/22,,,,8/2/22,,,8/13/22,8/21/22,F,,,,,,,,,,,
Marin.35.155,MARIN35,B,7/7/22,,,,8/5/22,,,8/15/22,8/22/22,F,,,done,9/13/22,,13.4,2.07,2.46,200,NA,
Marin.35.156,MARIN35,B,7/7/22,,,,7/29/22,N,31-Jul,,,,,,,,,,,,,,
Marin.35.157,MARIN35,B,7/7/22,,,,7/30/22,,,8/9/22,8/14/22,M,,,,,,,,,,,
Marin.35.158,MARIN35,B,7/7/22,,,,8/2/22,,,8/13/22,8/21/22,F,,,,,,,,,,,
Marin.35.159,MARIN35,B,7/7/22,,,,8/3/22,,,8/13/22,8/22/22,M,,,,,,,,,,,
Marin.35.160,MARIN35,B,7/7/22,,,,8/4/22,,,8/14/22,8/22/22,F,,,,,,,,,,,
Marin.35.161,MARIN35,B,7/7/22,,,,7/30/22,,,8/9/22,8/12/22,M,,,,,,,,,,2.528,
Marin.35.162,MARIN35,B,7/7/22,,,,7/31/22,,,8/10/22,8/27/22,F,,,,,,,,,,3.516,
Marin.35.163,MARIN35,B,7/7/22,,,,8/1/22,,,8/11/22,8/17/22,M,,,,,,,,,,NA,
Marin.35.164,MARIN35,B,7/7/22,,,,8/15/22,,,8/26/22,9/11/22,F,,,needs clean-up,9/13/22,,13.9,2.09,1.02,200,3.356,
Marin.35.165,MARIN35,B,7/7/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Marin.35.166,MARIN35,B,7/7/22,,,,7/29/22,,,8/8/22,8/18/22,M,,,,,,,,,,,
Marin.35.167,MARIN35,B,7/7/22,,,,7/30/22,,,?,?,?,DontSequence,,,,,,,,,,
Marin.35.168,MARIN35,B,7/7/22,,,,7/31/22,,,8/10/22,8/18/22,M,,,,,,,,,,,
Marin.35.169,MARIN35,B,7/7/22,,,,8/1/22,,,8/11/22,8/17/22,M,,,,,,,,,,2.985,
Marin.35.170,MARIN35,B,7/7/22,,,,8/5/22,,,8/15/22,9/18/22,F,,,,,,,,,,3.609,
Marin.35.171,MARIN35,A,7/7/22,,,y,,,,,,,,,,,,,,,,,
Marin.35.172,MARIN35,A,7/7/22,,,y,,,,,,,,,,,,,,,,,
Marin.35.173,MARIN35,A,7/7/22,,,y,,,,,,,,,,,,,,,,,
Marin.35.174,MARIN35,A,7/7/22,,,y,,,,,,,,,,,,,,,,,
Marin.35.175A,MARIN35,A,7/7/22,,,y,,,,,,,,,,,,,,,,,
Marin.35.175B,MARIN35,A,7/7/22,,,y,,,,,,,,,,,,,,,,,
Marin.35.176,MARIN35,A,7/7/22,,,y,,,,,,,,,,,,,,,,,
Marin.35.177,MARIN35,A,7/7/22,,,y,,,,,,,,,,,,,,,,,
Marin.35.178,MARIN35,A,7/7/22,,,y,,,,,,,,,,,,,,,,,
Marin.35.179,MARIN35,A,7/7/22,,,y,,,,,,,,,,,,,,,,,
Marin.35.180,MARIN35,A,7/7/22,,,y,,,,,,,,,,,,,,,,,
Marin.35.181,MARIN35,A,7/7/22,,,y,,,,,,,,,,,,,,,,,
Marin.35.182,MARIN35,A,7/7/22,,,y,,,,,,,,,,,,,,,,,
Marin.35.183,MARIN35,A,7/7/22,,,y,,,,,,,,,,,,,,,,,
Marin.35.184,MARIN35,A,7/7/22,,,y,,,,,,,,,,,,,,,,,
Marin.35.185,MARIN35,A,7/7/22,N,8/14/22,,,,,,,,,,,,,,,,,,
Marin.35.186,MARIN35,A,7/7/22,,,y,,,,,,,,,,,,,,,,,
Marin.35.187,MARIN35,A,7/7/22,,,y,,,,,,,,,,,,,,,,,
Marin.35.188,MARIN35,A,7/7/22,,,y,,,,,,,,,,,,,,,,,
Marin.35.189,MARIN35,A,7/7/22,,,y,,,,,,,,,,,,,,,,,
Marin.35.190,MARIN35,A,7/7/22,N,8/29/22,,,,,,,,,,,,,,,,,,
Marin.29.001,MARIN29,F,7/8/22,N,7/16/22,,,,,,,,,,,,,,,,,,
Marin.29.002,MARIN29,F,7/8/22,N,7/15/22,,,,,,,,,,,,,,,,,,
Marin.29.003,MARIN29,F,7/8/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Marin.29.004,MARIN29,F,7/8/22,N,7/11/22,,,,,,,,,,,,,,,,,,
Marin.29.005,MARIN29,F,7/8/22,N,7/11/22,,,,,,,,,,,,,,,,,,
Marin.29.006,MARIN29,F,7/8/22,N,7/17/22,,,,,,,,,,,,,,,,,,
Marin.29.007,MARIN29,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Marin.29.008,MARIN29,F,7/8/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Marin.29.009,MARIN29,F,7/8/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Marin.29.010,MARIN29,F,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
Marin.29.011,MARIN29,F,7/8/22,N,7/25/22,,,,,,,,,,,,,,,,,,
Marin.29.012,MARIN29,F,7/8/22,N,7/16/22,,,,,,,,,,,,,,,,,,
Marin.29.013,MARIN29,F,7/8/22,N,7/16/22,,,,,,,,,,,,,,,,,,
Marin.29.014,MARIN29,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Marin.29.015,MARIN29,F,7/8/22,N,7/10/22,,,,,,,,,,,,,,,,,,
Marin.29.016,MARIN29,F,7/8/22,N,7/25/22,,,,,,,,,,,,,,,,,,
Marin.29.017,MARIN29,F,7/8/22,N,7/21/22,,,,,,,,,,,,,,,,,,
Marin.29.018,MARIN29,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Marin.29.019,MARIN29,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Marin.29.020,MARIN29,F,7/8/22,N,7/12/22,,,,,,,,,,,,,,,,,,
Marin.29.021,MARIN29,F,7/8/22,N,7/19/22,,,,,,,,,,,,,,,,,,
Marin.29.022,MARIN29,F,7/8/22,N,7/18/22,,,,,,,,,,,,,,,,,,
Marin.29.023,MARIN29,F,7/8/22,N,7/18/22,,,,,,,,,,,,,,,,,,
Marin.29.024,MARIN29,F,7/8/22,N,7/14/22,,,,,,,,,,,,,,,,,,
Marin.29.025,MARIN29,F,7/8/22,N,7/11/22,,,,,,,,,,,,,,,,,,
Marin.29.026,MARIN29,F,7/8/22,N,7/18/22,,,,,,,,,,,,,,,,,,
Marin.29.027,MARIN29,F,7/8/22,N,7/15/22,,,,,,,,,,,,,,,,,,
Marin.29.028,MARIN29,F,7/8/22,N,7/15/22,,,,,,,,,,,,,,,,,,
Marin.29.029,MARIN29,F,7/8/22,N,7/15/22,,,,,,,,,,,,,,,,,,
Marin.29.030,MARIN29,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Marin.29.031,MARIN29,F,7/8/22,N,7/23/22,,,,,,,,,,,,,,,,,,
Marin.29.032,MARIN29,F,7/8/22,N,7/15/22,,,,,,,,,,,,,,,,,,
Marin.29.033,MARIN29,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Marin.29.034,MARIN29,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Marin.29.035,MARIN29,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Marin.29.036,MARIN29,F,7/8/22,N,7/23/22,,,,,,,,,,,,,,,,,,
Marin.29.037,MARIN29,F,7/8/22,N,7/16/22,,,,,,,,,,,,,,,,,,
Marin.29.038,MARIN29,F,7/8/22,N,7/15/22,,,,,,,,,,,,,,,,,,
Marin.29.039,MARIN29,F,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Marin.29.040,MARIN29,F,7/8/22,N,7/11/22,,,,,,,,,,,,,,,,,,
Marin.29.041,MARIN29,F,7/8/22,N,7/21/22,,,,,,,,,,,,,,,,,,
Marin.29.042,MARIN29,F,7/8/22,N,7/17/22,,,,,,,,,,,,,,,,,,
Marin.29.043,MARIN29,F,7/8/22,N,7/16/22,,,,,,,,,,,,,,,,,,
Marin.29.044,MARIN29,F,7/8/22,N,7/15/22,,,,,,,,,,,,,,,,,,
Marin.29.045,MARIN29,F,7/8/22,N,7/15/22,,,,,,,,,,,,,,,,,,
Marin.29.046,MARIN29,F,7/8/22,N,7/25/22,,,,,,,,,,,,,,,,,,
Marin.29.047,MARIN29,F,7/8/22,N,7/24/22,,,,,,,,,,,,,,,,,,
Marin.29.048,MARIN29,F,7/8/22,N,7/24/22,,,,,,,,,,,,,,,,,,
Marin.29.049,MARIN29,F,7/8/22,N,7/16/22,,,,,,,,,,,,,,,,,,
Marin.29.050,MARIN29,F,7/8/22,N,7/16/22,,,,,,,,,,,,,,,,,,
Marin.29.051,MARIN29,E,7/8/22,Y,,,7/17/22,Y,,7/21/22,7/22/22,M,,,needs clean-up,9/14/22,,15.6,1.98,1.19,200,2.407,
Marin.29.052,MARIN29,E,7/8/22,Y,,,7/18/22,,,7/22/22,8/1/22,M,,,,,,,,,,2.578,
Marin.29.053,MARIN29,E,7/8/22,Y,,,7/18/22,Y,,7/21/22,?,M,DontSequence,,,,,,,,,,
Marin.29.054,MARIN29,E,7/8/22,Y,,,7/18/22,,,7/22/22,7/23/22,F,,,,,,,,,,,
Marin.29.055,MARIN29,E,7/8/22,Y,,,7/19/22,NA,NA. I killed,,,,Remove,,,,,,,,,,
Marin.29.056,MARIN29,E,7/8/22,Y,,,7/17/22,Y,,7/20/22,7/27/22,M,,,,,,,,,,,
Marin.29.057,MARIN29,E,7/8/22,Y,,,7/18/22,Y,,7/21/22,7/28/22,,Remove,Allie said she also found a Marin29.57 dead on 7/29 (M). Unsure what happened with it,,,,,,,,,
Marin.29.058,MARIN29,E,7/8/22,Y,,,7/19/22,,,7/22/22,7/23/22,M,,,,,,,,,,,
Marin.29.059,MARIN29,E,7/8/22,Y,,,7/21/22,,,7/25/22,8/13/22,F,,,Done,9/8/22,,25,1.96,1.88,99,2.863,
Marin.29.060,MARIN29,E,7/8/22,,,,7/22/22,,,7/26/22,7/29/22,F,,,Done,9/23/22,,21,2.1,2.33,200,3.17,
Marin.29.061,MARIN29,E,7/8/22,Y,,,7/17/22,N,21-Jul,,,,,,,,,,,,,,
Marin.29.062,MARIN29,E,7/8/22,Y,,,7/18/22,Y,,7/21/22,7/23/22,F,,,,,,,,,,3.013,
Marin.29.063,MARIN29,E,7/8/22,Y,,,7/18/22,,,7/22/22,7/23/22,M,,,,,,,,,,,
Marin.29.064,MARIN29,E,7/8/22,Y,,,7/19/22,,,7/22/22,7/23/22,F,,,,,,,,,,3.149,
Marin.29.065,MARIN29,E,7/8/22,,,,7/22/22,,,7/26/22,8/3/22,M,,,,,,,,,,2.347,
Marin.29.066,MARIN29,E,7/8/22,Y,,,7/18/22,Y,,7/21/22,7/23/22,F,,,,,,,,,,,
Marin.29.067,MARIN29,E,7/8/22,Y,,,7/20/22,,,7/25/22,7/30/22,M,,,,,,,,,,,
Marin.29.068,MARIN29,E,7/8/22,Y,,,7/20/22,,,7/23/22,7/25/22,F,,,,,,,,,,,
Marin.29.069,MARIN29,E,7/8/22,Y,,,7/21/22,,,7/25/22,7/27/22,F,,,,,,,,,,,
Marin.29.070,MARIN29,E,7/8/22,,,,7/24/22,,,7/27/22,8/4/22,F,,,,,,,,,,2.739,
Marin.29.071,MARIN29,E,7/8/22,Y,,,7/17/22,Y,,7/21/22,NA. Lost,,DontSequence,NA. lost,,,,,,,,,
Marin.29.072,MARIN29,E,7/8/22,Y,,,7/18/22,,,7/22/22,7/23/22,F,,,,,,,,,,NA,
Marin.29.073,MARIN29,E,7/8/22,Y,,,7/19/22,,,7/23/22,7/25/22,M,,,,,,,,,,,
Marin.29.074,MARIN29,E,7/8/22,Y,,,7/21/22,,,7/25/22,7/28/22,F,,,,,,,,,,,
Marin.29.075,MARIN29,E,7/8/22,N,7/13/22,,,,,,,,,,,,,,,,,,
Marin.29.076,MARIN29,E,7/8/22,Y,,,7/20/22,,,7/23/22,7/25/22,M,,,,,,,,,,NA,
Marin.29.077,MARIN29,E,7/8/22,Y,,,7/20/22,,,7/25/22,7/27/22,M,,,Done,9/14/22,,8,2,3.45,200,2.55,
Marin.29.078,MARIN29,E,7/8/22,Y,,,7/21/22,,,7/25/22,7/26/22,F,,,,,,,,,,,
Marin.29.079,MARIN29,E,7/8/22,Y,,,7/21/22,,,7/26/22,7/26/22,M,,,,,,,,,,,
Marin.29.080,MARIN29,E,7/8/22,Y,,,7/25/22,,,?,?,?,DontSequence,,,,,,,,,,
Marin.29.091,MARIN29,D,7/8/22,Y,,,7/19/22,,,7/23/22,7/26/22,M,,,,,,,,,,,
Marin.29.092,MARIN29,D,7/8/22,Y,,,7/19/22,N,21-Jul,,,,,,,,,,,,,,
Marin.29.093,MARIN29,D,7/8/22,Y,,,7/19/22,,,7/23/22,7/26/22,F,,,,,,,,,,,
Marin.29.094,MARIN29,D,7/8/22,Y,,,7/20/22,,,7/24/22,7/26/22,F,,,,,,,,,,,
Marin.29.095,MARIN29,D,7/8/22,Y,,,7/21/22,,,?,8/8/22,F,SomeMissing,,,,,,,,,,
Marin.29.096,MARIN29,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/23/22,M,,,,,,,,,,,
Marin.29.097,MARIN29,D,7/8/22,Y,,,7/19/22,,,7/23/22,7/24/22,M,,,,,,,,,,,
Marin.29.098,MARIN29,D,7/8/22,Y,,,7/21/22,,,7/25/22,7/29/22,F,,,,,,,,,,3.214,
Marin.29.099,MARIN29,D,7/8/22,,,,7/23/22,,,7/28/22,8/4/22,M,,,Done,9/14/22,,9.1,2.01,1.85,200,2.649,
Marin.29.100,MARIN29,D,7/8/22,N,7/14/22,,,,,,,,,,,,,,,,,,
Marin.29.101,MARIN29,D,7/8/22,Y,,,7/16/22,Y,,7/20/22,7/22/22,M,,,Done,9/23/22,,10.1,2.11,5.59,200,2.642,
Marin.29.102,MARIN29,D,7/8/22,Y,,,7/18/22,Y,,7/21/22,7/27/22,M,,,,,,,,,,,
Marin.29.103,MARIN29,D,7/8/22,Y,,,7/18/22,Y,,7/21/22,7/23/22,M,,,needs clean-up,9/8/22,,11.2,1.79,0.23,99,NA,
Marin.29.104,MARIN29,D,7/8/22,Y,,,7/19/22,,,7/23/22,7/26/22,F,,,,,,,,,,,
Marin.29.105,MARIN29,D,7/8/22,Y,,,7/19/22,,,7/23/22,8/17/22,F,,,,,,,,,,3.311,
Marin.29.106,MARIN29,D,7/8/22,Y,,,7/17/22,,,7/23/22,7/27/22,M,,,,,,,,,,2.863,
Marin.29.107,MARIN29,D,7/8/22,Y,,,7/19/22,,,7/23/22,7/25/22,M,,,,,,,,,,,
Marin.29.108,MARIN29,D,7/8/22,Y,,,7/19/22,,,7/23/22,7/28/22,M,,,,,,,,,,NA,
Marin.29.109,MARIN29,D,7/8/22,Y,,,7/20/22,,,7/24/22,7/27/22,F,,,,,,,,,,,
Marin.29.110,MARIN29,D,7/8/22,Y,,,7/21/22,,,7/24/22,8/7/22,F,,,Done,9/23/22,,18.4,2.05,1.65,200,3.177,
Marin.29.111,MARIN29,D,7/8/22,Y,,,7/18/22,Y,,7/22/22,7/29/22,M,,,,,,,,,,2.784,
Marin.29.112,MARIN29,D,7/8/22,Y,,,7/18/22,,,7/22/22,7/23/22,M,,,,,,,,,,NA,
Marin.29.113,MARIN29,D,7/8/22,Y,,,7/19/22,,,7/22/22,7/23/22,M,,,needs clean-up,9/8/22,,12.4,1.82,0.74,99,NA,
Marin.29.114,MARIN29,D,7/8/22,Y,,,7/19/22,,,7/23/22,8/7/22,F,,,Done,9/14/22,,13.4,1.89,1.94,200,3.275,
Marin.29.115,MARIN29,D,7/8/22,Y,,,7/19/22,N,21-Jul,,,,,,,,,,,,,,
Marin.29.116,MARIN29,D,7/8/22,Y,,,7/18/22,,,7/21/22,8/11/22,M,,,,,,,,,,2.778,
Marin.29.117,MARIN29,D,7/8/22,Y,,,7/19/22,,,7/23/22,7/28/22,M,,,,,,,,,,,
Marin.29.118,MARIN29,D,7/8/22,Y,,,7/19/22,,,7/23/22,7/24/22,M,,,,,,,,,,,
