"","SampleID","Population","Temp.Treatment","Date.Started","Larval.Survival","Date.Larval.Death","Larval.Diapause","Date.Pupation","Pupal.Survival","Date.Pupal.Death","Date.Adult.Eclosion","Date.Adult.Death","Sex","Usage","Left.Wing.Length","Remove.From.Fitness.Count","Length.Larval.Dev","Length.Pupal.Dev","Length.Juvenile.Dev","LarvalDevRate","PupalDevRate","JuvenileDevRate","Juvenile.Survival","AdultLifespan","EggCount","fitness","SexWeightedFitness"
"358","Marin.35.160","MARIN35",13.35,2022-07-07,"1",NA,"n",2022-08-04,"1",NA,2022-08-14,2022-08-22,"F","",NA,"",29,10,39,0.0344827586206897,0.1,0.0256410256410256,"1",8,NA,0,0
"359","Marin.35.161","MARIN35",13.35,2022-07-07,"1",NA,"n",2022-07-30,"1",NA,2022-08-09,2022-08-12,"M","",2.528,"",24,10,34,0.0416666666666667,0.1,0.0294117647058824,"1",3,41.80224,0,0
"360","Marin.35.162","MARIN35",13.35,2022-07-07,"1",NA,"n",2022-07-31,"1",NA,2022-08-10,2022-08-27,"F","",3.516,"",25,10,35,0.04,0.1,0.0285714285714286,"1",17,92.51628,46.25814,35.9785533333333
"361","Marin.35.163","MARIN35",13.35,2022-07-07,"1",NA,"n",2022-08-01,"1",NA,2022-08-11,2022-08-17,"M","",NA,"",26,10,36,0.0384615384615385,0.1,0.0277777777777778,"1",6,NA,0,0
"362","Marin.35.164","MARIN35",13.35,2022-07-07,"1",NA,"n",2022-08-15,"1",NA,2022-08-26,2022-09-11,"F","",3.356,"",40,11,51,0.025,0.0909090909090909,0.0196078431372549,"1",16,84.30348,0,0
"363","Marin.35.165","MARIN35",13.35,2022-07-07,"0",2022-07-12,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"364","Marin.35.166","MARIN35",13.35,2022-07-07,"1",NA,"n",2022-07-29,"1",NA,2022-08-08,2022-08-18,"M","",NA,"",23,10,33,0.0434782608695652,0.1,0.0303030303030303,"1",10,NA,0,0
"366","Marin.35.168","MARIN35",13.35,2022-07-07,"1",NA,"n",2022-07-31,"1",NA,2022-08-10,2022-08-18,"M","",NA,"",25,10,35,0.04,0.1,0.0285714285714286,"1",8,NA,0,0
"367","Marin.35.169","MARIN35",13.35,2022-07-07,"1",NA,"n",2022-08-01,"1",NA,2022-08-11,2022-08-17,"M","",2.985,"",26,10,36,0.0384615384615385,0.1,0.0277777777777778,"1",6,65.26005,0,0
"368","Marin.35.170","MARIN35",13.35,2022-07-07,"1",NA,"n",2022-08-05,"1",NA,2022-08-15,2022-09-18,"F","",3.609,"",30,10,40,0.0333333333333333,0.1,0.025,"1",34,97.28997,48.644985,37.8349883333333
"369","Marin.35.171","MARIN35",5.49,2022-07-07,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"370","Marin.35.172","MARIN35",5.49,2022-07-07,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"371","Marin.35.173","MARIN35",5.49,2022-07-07,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"372","Marin.35.174","MARIN35",5.49,2022-07-07,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"373","Marin.35.175A","MARIN35",5.49,2022-07-07,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"374","Marin.35.175B","MARIN35",5.49,2022-07-07,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"375","Marin.35.176","MARIN35",5.49,2022-07-07,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"376","Marin.35.177","MARIN35",5.49,2022-07-07,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"377","Marin.35.178","MARIN35",5.49,2022-07-07,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"378","Marin.35.179","MARIN35",5.49,2022-07-07,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"379","Marin.35.180","MARIN35",5.49,2022-07-07,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"380","Marin.35.181","MARIN35",5.49,2022-07-07,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"381","Marin.35.182","MARIN35",5.49,2022-07-07,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"382","Marin.35.183","MARIN35",5.49,2022-07-07,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"383","Marin.35.184","MARIN35",5.49,2022-07-07,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"384","Marin.35.185","MARIN35",5.49,2022-07-07,"0",2022-08-14,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"385","Marin.35.186","MARIN35",5.49,2022-07-07,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"386","Marin.35.187","MARIN35",5.49,2022-07-07,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"387","Marin.35.188","MARIN35",5.49,2022-07-07,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"388","Marin.35.189","MARIN35",5.49,2022-07-07,"1",NA,"y",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"389","Marin.35.190","MARIN35",5.49,2022-07-07,"0",2022-08-29,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"390","Marin.29.001","MARIN29",32.18,2022-07-08,"0",2022-07-16,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"391","Marin.29.002","MARIN29",32.18,2022-07-08,"0",2022-07-15,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"392","Marin.29.003","MARIN29",32.18,2022-07-08,"0",2022-07-12,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"393","Marin.29.004","MARIN29",32.18,2022-07-08,"0",2022-07-11,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"394","Marin.29.005","MARIN29",32.18,2022-07-08,"0",2022-07-11,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"395","Marin.29.006","MARIN29",32.18,2022-07-08,"0",2022-07-17,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"396","Marin.29.007","MARIN29",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"397","Marin.29.008","MARIN29",32.18,2022-07-08,"0",2022-07-12,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"398","Marin.29.009","MARIN29",32.18,2022-07-08,"0",2022-07-12,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"399","Marin.29.010","MARIN29",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"400","Marin.29.011","MARIN29",32.18,2022-07-08,"0",2022-07-25,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"401","Marin.29.012","MARIN29",32.18,2022-07-08,"0",2022-07-16,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"402","Marin.29.013","MARIN29",32.18,2022-07-08,"0",2022-07-16,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"403","Marin.29.014","MARIN29",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"404","Marin.29.015","MARIN29",32.18,2022-07-08,"0",2022-07-10,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"405","Marin.29.016","MARIN29",32.18,2022-07-08,"0",2022-07-25,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"406","Marin.29.017","MARIN29",32.18,2022-07-08,"0",2022-07-21,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"407","Marin.29.018","MARIN29",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"408","Marin.29.019","MARIN29",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"409","Marin.29.020","MARIN29",32.18,2022-07-08,"0",2022-07-12,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"410","Marin.29.021","MARIN29",32.18,2022-07-08,"0",2022-07-19,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"411","Marin.29.022","MARIN29",32.18,2022-07-08,"0",2022-07-18,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"412","Marin.29.023","MARIN29",32.18,2022-07-08,"0",2022-07-18,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"413","Marin.29.024","MARIN29",32.18,2022-07-08,"0",2022-07-14,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"414","Marin.29.025","MARIN29",32.18,2022-07-08,"0",2022-07-11,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"415","Marin.29.026","MARIN29",32.18,2022-07-08,"0",2022-07-18,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"416","Marin.29.027","MARIN29",32.18,2022-07-08,"0",2022-07-15,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"417","Marin.29.028","MARIN29",32.18,2022-07-08,"0",2022-07-15,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"418","Marin.29.029","MARIN29",32.18,2022-07-08,"0",2022-07-15,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"419","Marin.29.030","MARIN29",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"420","Marin.29.031","MARIN29",32.18,2022-07-08,"0",2022-07-23,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"421","Marin.29.032","MARIN29",32.18,2022-07-08,"0",2022-07-15,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"422","Marin.29.033","MARIN29",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"423","Marin.29.034","MARIN29",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"424","Marin.29.035","MARIN29",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"425","Marin.29.036","MARIN29",32.18,2022-07-08,"0",2022-07-23,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"426","Marin.29.037","MARIN29",32.18,2022-07-08,"0",2022-07-16,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"427","Marin.29.038","MARIN29",32.18,2022-07-08,"0",2022-07-15,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"428","Marin.29.039","MARIN29",32.18,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"429","Marin.29.040","MARIN29",32.18,2022-07-08,"0",2022-07-11,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"430","Marin.29.041","MARIN29",32.18,2022-07-08,"0",2022-07-21,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"431","Marin.29.042","MARIN29",32.18,2022-07-08,"0",2022-07-17,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"432","Marin.29.043","MARIN29",32.18,2022-07-08,"0",2022-07-16,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"433","Marin.29.044","MARIN29",32.18,2022-07-08,"0",2022-07-15,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"434","Marin.29.045","MARIN29",32.18,2022-07-08,"0",2022-07-15,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"435","Marin.29.046","MARIN29",32.18,2022-07-08,"0",2022-07-25,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"436","Marin.29.047","MARIN29",32.18,2022-07-08,"0",2022-07-24,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"437","Marin.29.048","MARIN29",32.18,2022-07-08,"0",2022-07-24,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"438","Marin.29.049","MARIN29",32.18,2022-07-08,"0",2022-07-16,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"439","Marin.29.050","MARIN29",32.18,2022-07-08,"0",2022-07-16,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"440","Marin.29.051","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-21,2022-07-22,"M","",2.407,"",10,4,14,0.1,0.25,0.0714285714285714,"1",1,35.59131,0,0
"441","Marin.29.052","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-08-01,"M","",2.578,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",10,44.36874,22.18437,21.2969952
"443","Marin.29.054","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-23,"F","",NA,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",1,NA,0,0
"445","Marin.29.056","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-20,2022-07-27,"M","",NA,"",10,3,13,0.1,0.333333333333333,0.0769230769230769,"1",7,NA,0,0
"447","Marin.29.058","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-22,2022-07-23,"M","",NA,"",12,3,15,0.0833333333333333,0.333333333333333,0.0666666666666667,"1",1,NA,0,0
"448","Marin.29.059","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-21,"1",NA,2022-07-25,2022-08-13,"F","",2.863,"",14,4,18,0.0714285714285714,0.25,0.0555555555555556,"1",19,58.99779,29.498895,28.3189392
"449","Marin.29.060","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-22,"1",NA,2022-07-26,2022-07-29,"F","",3.17,"",15,4,19,0.0666666666666667,0.25,0.0526315789473684,"1",3,74.7561,0,0
"450","Marin.29.061","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-17,"0","21-Jul",NA,NA,"","",NA,"",10,NA,NA,0.1,NA,NA,"0",NA,NA,0,0
"451","Marin.29.062","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-21,2022-07-23,"F","",3.013,"",11,3,14,0.0909090909090909,0.333333333333333,0.0714285714285714,"1",2,66.69729,0,0
"452","Marin.29.063","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-23,"M","",NA,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",1,NA,0,0
"453","Marin.29.064","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-22,2022-07-23,"F","",3.149,"",12,3,15,0.0833333333333333,0.333333333333333,0.0666666666666667,"1",1,73.67817,0,0
"454","Marin.29.065","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-22,"1",NA,2022-07-26,2022-08-03,"M","",2.347,"",15,4,19,0.0666666666666667,0.25,0.0526315789473684,"1",8,32.51151,0,0
"455","Marin.29.066","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-21,2022-07-23,"F","",NA,"",11,3,14,0.0909090909090909,0.333333333333333,0.0714285714285714,"1",2,NA,0,0
"456","Marin.29.067","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-20,"1",NA,2022-07-25,2022-07-30,"M","",NA,"",13,5,18,0.0769230769230769,0.2,0.0555555555555556,"1",5,NA,0,0
"457","Marin.29.068","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-20,"1",NA,2022-07-23,2022-07-25,"F","",NA,"",13,3,16,0.0769230769230769,0.333333333333333,0.0625,"1",2,NA,0,0
"458","Marin.29.069","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-21,"1",NA,2022-07-25,2022-07-27,"F","",NA,"",14,4,18,0.0714285714285714,0.25,0.0555555555555556,"1",2,NA,0,0
"459","Marin.29.070","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-24,"1",NA,2022-07-27,2022-08-04,"F","",2.739,"",17,3,20,0.0588235294117647,0.333333333333333,0.05,"1",8,52.63287,0,0
"461","Marin.29.072","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-23,"F","",NA,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",1,NA,0,0
"462","Marin.29.073","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-07-25,"M","",NA,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",2,NA,0,0
"463","Marin.29.074","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-21,"1",NA,2022-07-25,2022-07-28,"F","",NA,"",14,4,18,0.0714285714285714,0.25,0.0555555555555556,"1",3,NA,0,0
"464","Marin.29.075","MARIN29",27.5,2022-07-08,"0",2022-07-13,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"465","Marin.29.076","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-20,"1",NA,2022-07-23,2022-07-25,"M","",NA,"",13,3,16,0.0769230769230769,0.333333333333333,0.0625,"1",2,NA,0,0
"466","Marin.29.077","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-20,"1",NA,2022-07-25,2022-07-27,"M","",2.55,"",13,5,18,0.0769230769230769,0.2,0.0555555555555556,"1",2,42.9315,0,0
"467","Marin.29.078","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-21,"1",NA,2022-07-25,2022-07-26,"F","",NA,"",14,4,18,0.0714285714285714,0.25,0.0555555555555556,"1",1,NA,0,0
"468","Marin.29.079","MARIN29",27.5,2022-07-08,"1",NA,"n",2022-07-21,"1",NA,2022-07-26,2022-07-26,"M","",NA,"",14,5,19,0.0714285714285714,0.2,0.0526315789473684,"1",0,NA,0,0
"470","Marin.29.091","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-07-26,"M","",NA,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",3,NA,0,0
"471","Marin.29.092","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-19,"0","21-Jul",NA,NA,"","",NA,"",12,NA,NA,0.0833333333333333,NA,NA,"0",NA,NA,0,0
"472","Marin.29.093","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-07-26,"F","",NA,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",3,NA,0,0
"473","Marin.29.094","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-20,"1",NA,2022-07-24,2022-07-26,"F","",NA,"",13,4,17,0.0769230769230769,0.25,0.0588235294117647,"1",2,NA,0,0
"475","Marin.29.096","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-23,"M","",NA,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",1,NA,0,0
"476","Marin.29.097","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-07-24,"M","",NA,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",1,NA,0,0
"477","Marin.29.098","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-21,"1",NA,2022-07-25,2022-07-29,"F","",3.214,"",14,4,18,0.0714285714285714,0.25,0.0555555555555556,"1",4,77.01462,0,0
"478","Marin.29.099","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-23,"1",NA,2022-07-28,2022-08-04,"M","",2.649,"",16,5,21,0.0625,0.2,0.0476190476190476,"1",7,48.01317,0,0
"479","Marin.29.100","MARIN29",23.75,2022-07-08,"0",2022-07-14,"n",NA,NA,NA,NA,NA,"","",NA,"",NA,NA,NA,NA,NA,NA,"0",NA,NA,0,0
"480","Marin.29.101","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-16,"1",NA,2022-07-20,2022-07-22,"M","",2.642,"",9,4,13,0.111111111111111,0.25,0.0769230769230769,"1",2,47.65386,0,0
"481","Marin.29.102","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-21,2022-07-27,"M","",NA,"",11,3,14,0.0909090909090909,0.333333333333333,0.0714285714285714,"1",6,NA,0,0
"482","Marin.29.103","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-21,2022-07-23,"M","",NA,"",11,3,14,0.0909090909090909,0.333333333333333,0.0714285714285714,"1",2,NA,0,0
"483","Marin.29.104","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-07-26,"F","",NA,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",3,NA,0,0
"484","Marin.29.105","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-08-17,"F","",3.311,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",25,81.99363,40.996815,28.2736655172414
"485","Marin.29.106","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-17,"1",NA,2022-07-23,2022-07-27,"M","",2.863,"",10,6,16,0.1,0.166666666666667,0.0625,"1",4,58.99779,0,0
"486","Marin.29.107","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-07-25,"M","",NA,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",2,NA,0,0
"487","Marin.29.108","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-07-28,"M","",NA,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",5,NA,0,0
"488","Marin.29.109","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-20,"1",NA,2022-07-24,2022-07-27,"F","",NA,"",13,4,17,0.0769230769230769,0.25,0.0588235294117647,"1",3,NA,0,0
"489","Marin.29.110","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-21,"1",NA,2022-07-24,2022-08-07,"F","",3.177,"",14,3,17,0.0714285714285714,0.333333333333333,0.0588235294117647,"1",14,75.11541,37.557705,25.9018655172414
"490","Marin.29.111","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-29,"M","",2.784,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",7,54.94272,0,0
"491","Marin.29.112","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-22,2022-07-23,"M","",NA,"",11,4,15,0.0909090909090909,0.25,0.0666666666666667,"1",1,NA,0,0
"492","Marin.29.113","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-22,2022-07-23,"M","",NA,"",12,3,15,0.0833333333333333,0.333333333333333,0.0666666666666667,"1",1,NA,0,0
"493","Marin.29.114","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-08-07,"F","",3.275,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",15,80.14575,40.072875,27.6364655172414
"494","Marin.29.115","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-19,"0","21-Jul",NA,NA,"","",NA,"",12,NA,NA,0.0833333333333333,NA,NA,"0",NA,NA,0,0
"495","Marin.29.116","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-18,"1",NA,2022-07-21,2022-08-11,"M","",2.778,"",11,3,14,0.0909090909090909,0.333333333333333,0.0714285714285714,"1",21,54.63474,27.31737,18.8395655172414
"496","Marin.29.117","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-07-28,"M","",NA,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",5,NA,0,0
"497","Marin.29.118","MARIN29",23.75,2022-07-08,"1",NA,"n",2022-07-19,"1",NA,2022-07-23,2022-07-24,"M","",NA,"",12,4,16,0.0833333333333333,0.25,0.0625,"1",1,NA,0,0
